Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
201712,02,233000,170,1410,33800 ,00000 ,1912 ,999,11260, , ,996940027  ,4,9,11,Houston,8,8,2018236,1,2,354010,0,0,0,0,0,0,7,7,1918241,1,2,354010,0,0,0,0,0,0
201712,02,253000,110,    ,99990 ,00000 ,31275 ,999,99999, , ,99801      ,4,9,12,Juneau city and borough,46,46,10469964,5,10,1529677,0,0,0,1,8,2033161,46,46,10469964,5,10,1529677,0,0,0,1,8,2033161
201712,02,277000,122,1630,38420 ,00000 ,7100 ,999,99999, , ,99611      ,4,9,7,Kenai,14,14,2995999,1,2,110000,0,0,0,1,6,980000,5,5,1042000,0,0,0,0,0,0,1,6,980000
201712,02,289000,130,    ,99990 ,00000 ,5016 ,999,99999, , ,999016059  ,4,9,12,Ketchikan Gateway Borough,22,22,6386446,4,8,1205768,0,0,0,0,0,0,22,22,6386446,4,8,1205768,0,0,0,0,0,0
201712,02,297000,013,1670,39410 ,00000 ,938 ,999,99999, , ,99503      ,4,9,11,King Cove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,317000,150,1750,40950 ,00000 ,6130 ,999,99999, , ,99615      ,4,9,12,Kodiak City-Kodiak Island Borough,12,12,3154626,6,12,2292239,1,4,488107,4,20,4139211,12,12,3154626,6,12,2292239,1,4,488107,4,20,4139211
201712,02,329000,188,1800,41830 ,00000 ,3201 ,999,99999, , ,99752      ,4,9,5,Kotzebue,2,2,620406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,409000,290,2330,54150 ,00000 ,94 ,999,99999, , ,99691      ,4,9,6,Nikolai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,413000,180,2370,54920 ,00000 ,3598 ,999,99999, , ,997620281  ,4,9,10,Nome,3,3,343435,1,2,172044,0,0,0,0,0,0,1,1,72797,0,0,0,0,0,0,0,0,0
201712,02,425000,090,2410,55910 ,00000 ,2117 ,999,21820, , ,99705      ,4,9,12,North Pole,7,7,1850000,0,0,0,2,8,1100000,0,0,0,7,7,1850000,0,0,0,2,8,1100000,0,0,0
201712,02,429000,185,    ,99990 ,00000 ,2790 ,999,99999, , ,997230069  ,4,9,12,North Slope Borough,6,6,1644206,0,0,0,0,0,0,0,0,0,6,6,1644206,0,0,0,0,0,0,0,0,0
201712,02,433000,188,    ,99990 ,00000 ,881 ,999,99999,2, ,99752      ,4,9,11,Northwest Arctic Borough Unincorporated Area,5,5,2300000,0,0,0,0,0,0,0,0,0,5,5,2300000,0,0,0,0,0,0,0,0,0
201712,02,457000,170,2510,58660 ,00000 ,5937 ,999,11260, , ,996456748  ,4,9,11,Palmer,7,7,1375877,3,6,723166,0,0,0,0,0,0,6,6,1107835,3,6,723166,0,0,0,0,0,0
201712,02,461000,105,2550,59650 ,00000 ,88 ,999,99999, , ,99832      ,4,9,12,Pelican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,465000,195,    ,99990 ,00000 ,2948 ,999,99999, , ,99833      ,4,9,8,Petersburg Borough,15,15,3107668,1,2,160000,0,0,0,0,0,0,11,11,1712000,1,2,160000,0,0,0,0,0,0
201712,02,505000,013,2900,67020 ,00000 ,976 ,999,99999, , ,99661      ,4,9,10,Sand Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,525000,122,2950,68340 ,00000 ,255 ,999,99999, , ,99663      ,4,9,12,Seldovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,529000,122,2960,68560 ,00000 ,2693 ,999,99999, , ,99664      ,4,9,12,Seward,4,4,920000,1,2,310000,0,0,0,0,0,0,4,4,920000,1,2,310000,0,0,0,0,0,0
201712,02,557000,220,    ,99990 ,00000 ,8881 ,999,99999, , ,99835      ,4,9,0,Sitka city and borough,13,13,3642664,3,6,2172810,1,3,478959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,561000,230,3050,70760 ,00000 ,968 ,999,99999, , ,998400415  ,4,9,9,Municipality of Skagway,4,4,961500,1,2,225000,0,0,0,0,0,0,1,1,263500,1,2,225000,0,0,0,0,0,0
201712,02,565000,122,3070,71640 ,00000 ,4163 ,999,99999, , ,99669      ,4,9,9,Soldotna,23,23,5042530,0,0,0,0,0,0,0,0,0,16,16,3496447,0,0,0,0,0,0,0,0,0
201712,02,581000,016,2880,66470 ,00000 ,479 ,999,99999, , ,99660      ,4,9,10,St. Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,597000,105,3290,76260 ,00000 ,131 ,999,99999, , ,998410052  ,4,9,12,Tenakee Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,625000,016,3430,80770 ,00000 ,4376 ,999,99999, , ,99685      ,4,9,0,Unalaska,6,6,588708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,633000,261,3470,82200 ,00000 ,3976 ,999,99999, , ,99686      ,4,9,12,Valdez,18,18,8762980,0,0,0,0,0,0,0,0,0,18,18,8762980,0,0,0,0,0,0,0,0,0
201712,02,645000,170,3520,83080 ,00000 ,7831 ,999,11260, , ,99654      ,4,9,12,Wasilla,37,37,10748881,13,26,3880182,2,8,962608,1,36,3708936,37,37,10748881,13,26,3880182,2,8,962608,1,36,3708936
201712,02,653000,261,3550,84510 ,00000 ,220 ,999,99999, , ,996930608  ,4,9,0,Whittier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,657000,275,    ,86380 ,00000 ,2369 ,999,99999, , ,99929      ,4,9,12,Wrangell city and borough,3,3,612000,0,0,0,0,0,0,0,0,0,3,3,612000,0,0,0,0,0,0,0,0,0
201712,02,661000,282,3610,86490 ,00000 ,662 ,999,99999, , ,99689      ,4,9,11,Yakutat city and borough,2,2,30000,0,0,0,0,0,0,0,0,0,2,2,30000,0,0,0,0,0,0,0,0,0
201712,04,001000,001,    ,99990 ,00000 ,61192 ,999,99999, , ,85936      ,4,8,12,Apache County Unincorporated Area,37,37,8392136,0,0,0,0,0,0,0,0,0,37,37,8392136,0,0,0,0,0,0,0,0,0
201712,04,009000,021,0007,02830 ,00000 ,35546 ,999,38060,2, ,851192899  ,4,8,12,Apache Junction,38,38,5529964,0,0,0,1,4,420000,0,0,0,38,38,5529964,0,0,0,1,4,420000,0,0,0
201712,04,013000,013,0013,04720 ,00000 ,76238 ,999,38060, , ,85323      ,4,8,12,Avondale,252,252,61504524,0,0,0,0,0,0,0,0,0,252,252,61504524,0,0,0,0,0,0,0,0,0
201712,04,025000,013,0030,07940 ,00000 ,50876 ,999,38060, , ,85326      ,4,8,12,Buckeye,2195,2195,531669528,0,0,0,0,0,0,0,0,0,2195,2195,531669528,0,0,0,0,0,0,0,0,0
201712,04,029000,015,0031,08220 ,00000 ,39540 ,332,29420, , ,86442      ,4,8,12,Bullhead City,143,143,35351411,0,0,0,0,0,0,0,0,0,143,143,35351411,0,0,0,0,0,0,0,0,0
201712,04,037000,013,0039,10180 ,00000 ,3363 ,999,38060, , ,85377      ,4,8,12,Carefree town,33,33,10228980,0,0,0,0,0,0,0,0,0,33,33,10228980,0,0,0,0,0,0,0,0,0
201712,04,041000,021,0040,10530 ,00000 ,48571 ,999,38060, , ,85122      ,4,8,12,Casa Grande,114,114,27809746,0,0,0,0,0,0,0,0,0,114,114,27809746,0,0,0,0,0,0,0,0,0
201712,04,045000,013,0044,11300 ,00000 ,5015 ,999,38060, , ,85331      ,4,8,12,Cave Creek town,31,31,13459506,0,0,0,0,0,0,0,0,0,31,31,13459506,0,0,0,0,0,0,0,0,0
201712,04,049000,013,0050,12000 ,00000 ,236123 ,999,38060, , ,852444008  ,4,8,12,Chandler,616,616,214567474,15,30,5169826,12,47,9009485,44,1537,223680751,616,616,214567474,15,30,5169826,12,47,9009485,44,1537,223680751
201712,04,065000,003,    ,99990 ,00000 ,52410 ,999,43420, , ,85603      ,4,8,12,Cochise County Unincorporated Area,118,118,21001997,0,0,0,0,0,0,0,0,0,118,118,21001997,0,0,0,0,0,0,0,0,0
201712,04,069000,005,    ,99990 ,00000 ,54125 ,999,22380, , ,860019331  ,4,8,2,Coconino County Unincorporated Area,163,163,37217020,0,0,0,0,0,0,0,0,0,29,29,5370055,0,0,0,0,0,0,0,0,0
201712,04,077000,021,0067,15500 ,00000 ,11825 ,999,38060, , ,85228      ,4,8,12,Coolidge,11,11,1320000,0,0,0,0,0,0,0,0,0,11,11,1320000,0,0,0,0,0,0,0,0,0
201712,04,085000,003,0080,20050 ,00000 ,17378 ,999,43420, ,1,856072030  ,4,8,7,Douglas,4,4,318667,0,0,0,0,0,0,1,8,772130,1,1,75000,0,0,0,0,0,0,0,0,0
201712,04,097000,013,0100,22220 ,00000 ,31797 ,999,38060, , ,853352955  ,4,8,12,El Mirage,9,9,2466309,0,0,0,0,0,0,0,0,0,9,9,2466309,0,0,0,0,0,0,0,0,0
201712,04,101000,021,0105,22360 ,00000 ,16631 ,999,38060, , ,852312517  ,4,8,12,Eloy,117,117,21407428,0,0,0,0,0,0,0,0,0,117,117,21407428,0,0,0,0,0,0,0,0,0
201712,04,105000,005,0115,23620 ,00000 ,65870 ,999,22380, ,1,86001      ,4,8,12,Flagstaff,236,236,55630648,0,0,0,1,3,600000,3,260,53819000,236,236,55630648,0,0,0,1,3,600000,3,260,53819000
201712,04,109000,021,0120,23760 ,00000 ,25536 ,999,38060, , ,85132      ,4,8,11,Florence town,214,214,72655799,0,0,0,0,0,0,0,0,0,197,197,66978784,0,0,0,0,0,0,0,0,0
201712,04,113000,013,0124,25300 ,00000 ,22489 ,999,38060, , ,85268      ,4,8,12,Fountain Hills town,76,76,33531721,3,6,1232875,0,0,0,0,0,0,76,76,33531721,3,6,1232875,0,0,0,0,0,0
201712,04,117000,005,0125,25720 ,00000 ,1314 ,999,22380, , ,86022      ,4,8,12,Fredonia town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,04,121000,013,0129,27050 ,00000 ,1922 ,999,38060, , ,85337      ,4,8,12,Gila Bend town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,04,125000,007,    ,99990 ,00000 ,25602 ,999,99999, , ,85501      ,4,8,12,Gila County Unincorporated Area,61,61,10511256,0,0,0,0,0,0,0,0,0,61,61,10511256,0,0,0,0,0,0,0,0,0
201712,04,129000,013,0135,27400 ,00000 ,208453 ,999,38060, , ,85296      ,4,8,12,Gilbert town,1599,1599,277236792,0,0,0,0,0,0,22,110,11332860,1599,1599,277236792,0,0,0,0,0,0,22,110,11332860
201712,04,133000,013,0140,27820 ,00000 ,226721 ,999,38060, , ,85301      ,4,8,12,Glendale,172,172,47658545,0,0,0,0,0,0,31,471,103869700,172,172,47658545,0,0,0,0,0,0,31,471,103869700
201712,04,141000,013,0150,28380 ,00000 ,65275 ,999,38060, , ,85338      ,4,8,12,Goodyear,1095,1095,321265348,0,0,0,6,19,3290021,14,320,39290406,1095,1095,321265348,0,0,0,6,19,3290021,14,320,39290406
201712,04,145000,009,    ,99990 ,00000 ,20402 ,999,99999, , ,85546      ,4,8,12,Graham County Unincorporated Area,27,27,7592391,0,0,0,0,0,0,1,12,1116500,27,27,7592391,0,0,0,0,0,0,1,12,1116500
201712,04,153000,013,0158,30270 ,00000 ,5523 ,999,38060, , ,852832538  ,4,8,11,Guadalupe town,10,10,1484873,0,0,0,0,0,0,0,0,0,8,8,1096000,0,0,0,0,0,0,0,0,0
201712,04,157000,007,0160,32020 ,00000 ,662 ,999,99999,2, ,85135      ,4,8,12,Hayden town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,04,181000,015,0185,37620 ,00000 ,28068 ,332,29420, ,1,86401      ,4,8,12,Kingman,274,274,45775934,6,12,906727,0,0,0,0,0,0,274,274,45775934,6,12,906727,0,0,0,0,0,0
201712,04,189000,015,0188,39370 ,00000 ,52527 ,332,29420, ,1,86403      ,4,8,12,Lake Havasu City,329,329,67314803,3,6,618998,2,6,227328,0,0,0,329,329,67314803,3,6,618998,2,6,227328,0,0,0
201712,04,193000,013,0196,41330 ,00000 ,5476 ,999,38060, , ,85340      ,4,8,9,Litchfield Park,93,93,28664991,0,0,0,1,3,655580,0,0,0,67,67,19755767,0,0,0,1,3,655580,0,0,0
201712,04,201000,019,0210,44270 ,00000 ,34961 ,536,46060,2, ,85653      ,4,8,10,Marana town,769,769,229206330,0,0,0,0,0,0,0,0,0,664,664,197330539,0,0,0,0,0,0,0,0,0
201712,04,205000,013,    ,99990 ,00000 ,284404 ,999,38060, , ,85008      ,4,8,12,Maricopa County Unincorporated Area,1100,1100,265765372,0,0,0,0,0,0,0,0,0,1100,1100,265765372,0,0,0,0,0,0,0,0,0
201712,04,205100,021,0212,44410 ,00000 ,43482 ,999,38060, , ,85238      ,4,8,12,Maricopa,844,844,203524136,0,0,0,0,0,0,0,0,0,844,844,203524136,0,0,0,0,0,0,0,0,0
201712,04,209000,013,0215,46000 ,00000 ,439041 ,999,38060, ,1,852111466  ,4,8,12,Mesa,2251,2251,666292756,2,4,572948,1,4,648075,53,755,107426373,2251,2251,666292756,2,4,572948,1,4,648075,53,755,107426373
201712,04,217000,015,    ,99990 ,00000 ,75230 ,332,29420, , ,864027000  ,4,8,12,Mohave County Unincorporated Area,143,143,39170857,0,0,0,0,0,0,0,0,0,143,143,39170857,0,0,0,0,0,0,0,0,0
201712,04,221000,017,    ,99990 ,00000 ,68097 ,999,99999, , ,85901      ,4,8,0,Navajo County Unincorporated Area,126,126,20187941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,04,229000,019,0238,51600 ,00000 ,41011 ,536,46060, , ,85737      ,4,8,2,Oro Valley town,217,217,87611599,0,0,0,0,0,0,0,0,0,54,54,14805369,0,0,0,0,0,0,0,0,0
201712,04,237000,013,0242,52930 ,00000 ,12820 ,999,38060, , ,852534328  ,4,8,7,Paradise Valley town,85,85,96146122,0,0,0,5,18,7870776,4,20,3024888,48,48,56749430,0,0,0,3,12,4775332,0,0,0
201712,04,249000,007,0252,53700 ,00000 ,15301 ,999,99999, , ,855414306  ,4,8,11,Payson town,82,82,23671160,2,4,762980,0,0,0,0,0,0,78,78,22615504,2,4,762980,0,0,0,0,0,0
201712,04,253000,013,0255,54050 ,00000 ,154058 ,999,38060,2, ,85345      ,4,8,12,Peoria,1731,1731,290007576,16,32,3366750,1,3,353345,28,625,51292699,1731,1731,290007576,16,32,3366750,1,3,353345,28,625,51292699
201712,04,257000,013,2650,55000 ,00000 ,1445632 ,999,38060, ,1,850031611  ,4,8,12,Phoenix,2906,2906,792311270,56,112,14221725,25,96,13660928,79,3692,489285237,2906,2906,792311270,56,112,14221725,25,96,13660928,79,3692,489285237
201712,04,261000,019,    ,99990 ,00000 ,353264 ,536,46060, , ,85701      ,4,8,12,Pima County Unincorporated Area,766,766,209812960,0,0,0,0,0,0,26,264,37536096,766,766,209812960,0,0,0,0,0,0,26,264,37536096
201712,04,269000,021,    ,99990 ,00000 ,187517 ,999,38060,2, ,85132      ,4,8,12,Pinal County Unincorporated Area,2133,2133,365439756,51,102,5985726,0,0,0,0,0,0,2133,2133,365439756,51,102,5985726,0,0,0,0,0,0
201712,04,277000,025,0280,57380 ,00000 ,39843 ,999,39140, ,1,86301      ,4,8,11,Prescott,329,329,107477170,5,10,1778767,0,0,0,0,0,0,298,298,97673861,4,8,1488059,0,0,0,0,0,0
201712,04,281000,025,0282,57450 ,00000 ,38822 ,999,39140, , ,863142275  ,4,8,12,Prescott Valley town,497,497,122649074,14,28,4116940,0,0,0,20,412,47446876,497,497,122649074,14,28,4116940,0,0,0,20,412,47446876
201712,04,289000,013,0284,58150 ,00000 ,25912 ,999,38060,2, ,852429311  ,4,8,12,Queen Creek town,1076,1076,336002157,0,0,0,0,0,0,0,0,0,1076,1076,336002157,0,0,0,0,0,0,0,0,0
201712,04,293000,009,0298,62000 ,00000 ,9566 ,999,99999, , ,85548      ,4,8,12,Safford,19,19,1940000,0,0,0,0,0,0,0,0,0,19,19,1940000,0,0,0,0,0,0,0,0,0
201712,04,294000,019,0303,62140 ,00000 ,25259 ,536,46060, , ,85629      ,4,8,11,Sahuarita town,287,287,75561849,0,0,0,0,0,0,0,0,0,264,264,69115093,0,0,0,0,0,0,0,0,0
201712,04,297000,027,0321,63470 ,00000 ,25505 ,999,49740, , ,85349      ,4,8,12,San Luis,248,248,32902501,0,0,0,0,0,0,0,0,0,248,248,32902501,0,0,0,0,0,0,0,0,0
201712,04,301000,023,    ,99990 ,00000 ,25670 ,999,99999, , ,856481090  ,4,8,12,Santa Cruz County Unincorporated Area,87,87,19771248,0,0,0,0,0,0,0,0,0,87,87,19771248,0,0,0,0,0,0,0,0,0
201712,04,305000,013,0327,65000 ,00000 ,217385 ,999,38060, ,1,85251      ,4,8,12,Scottsdale,671,671,186971917,0,0,0,2,6,1355704,8,311,38401879,671,671,186971917,0,0,0,2,6,1355704,8,311,38401879
201712,04,317000,017,0337,66470 ,00000 ,10660 ,999,99999, , ,85901      ,4,8,12,Show Low,99,99,21291368,0,0,0,0,0,0,2,14,818384,99,99,21291368,0,0,0,0,0,0,2,14,818384
201712,04,321000,003,0338,66820 ,00000 ,43888 ,999,43420, ,1,85635      ,4,8,12,Sierra Vista,63,63,10629415,0,0,0,0,0,0,0,0,0,63,63,10629415,0,0,0,0,0,0,0,0,0
201712,04,329000,027,0342,68080 ,00000 ,14287 ,999,49740, , ,85350      ,4,8,11,Somerton,111,111,20788645,1,2,244772,0,0,0,0,0,0,101,101,19457989,1,2,244772,0,0,0,0,0,0
201712,04,333000,019,0344,68850 ,00000 ,5652 ,536,46060, , ,857132803  ,4,8,4,South Tucson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,04,349000,013,0361,71510 ,00000 ,117517 ,999,38060, , ,85374      ,4,8,12,Surprise,816,816,245528159,0,0,0,0,0,0,1,135,19895723,816,816,245528159,0,0,0,0,0,0,1,135,19895723
201712,04,353000,017,0366,72420 ,00000 ,4112 ,999,99999, , ,85939      ,4,8,0,Taylor town,4,4,719948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,04,357000,013,0368,73000 ,00000 ,161719 ,999,38060, ,1,85281      ,4,8,12,Tempe,72,72,14725359,7,14,1685000,0,0,0,3,622,100333639,72,72,14725359,7,14,1685000,0,0,0,3,622,100333639
201712,04,365000,013,0372,74190 ,00000 ,6545 ,999,38060, , ,85353      ,4,8,12,Tolleson,5,5,912016,0,0,0,0,0,0,0,0,0,5,5,912016,0,0,0,0,0,0,0,0,0
201712,04,373000,019,0385,77000 ,00000 ,520116 ,536,46060, ,1,85726      ,4,8,0,Tucson,719,719,172817042,4,8,1369461,0,0,0,10,76,10233669,0,0,0,0,0,0,0,0,0,0,0,0
201712,04,381000,013,0397,82740 ,00000 ,6363 ,999,38060,2, ,85390      ,4,8,12,Wickenburg town,186,186,53539383,0,0,0,1,4,575000,0,0,0,186,186,53539383,0,0,0,1,4,575000,0,0,0
201712,04,401000,025,    ,99990 ,00000 ,83782 ,999,39140, , ,86305      ,4,8,12,Yavapai County Unincorporated Area,374,374,91465359,1,2,246333,0,0,0,0,0,0,374,374,91465359,1,2,246333,0,0,0,0,0,0
201712,04,405000,013,0416,85400 ,00000 ,6156 ,999,38060, , ,853631212  ,4,8,12,Youngtown town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,04,409000,027,0420,85540 ,00000 ,93064 ,999,49740, ,1,85366      ,4,8,12,Yuma,522,522,92776010,0,0,0,6,24,3117560,8,68,8985910,522,522,92776010,0,0,0,6,24,3117560,8,68,8985910
201712,04,413000,027,    ,99990 ,00000 ,60013 ,999,49740, , ,85364      ,4,8,12,Yuma County Unincorporated Area,111,111,14571752,0,0,0,0,0,0,0,0,0,111,111,14571752,0,0,0,0,0,0,0,0,0
201712,06,001000,071,0003,00296 ,00000 ,31765 ,348,40140, , ,92301      ,4,9,12,Adelanto,90,90,13943503,0,0,0,0,0,0,0,0,0,90,90,13943503,0,0,0,0,0,0,0,0,0
201712,06,002000,037,0007,00394 ,00000 ,20330 ,348,31080, , ,91301      ,4,9,12,Agoura Hills,3,3,1785480,0,0,0,0,0,0,0,0,0,3,3,1785480,0,0,0,0,0,0,0,0,0
201712,06,003000,001,0010,00562 ,00000 ,73812 ,488,41860, , ,94501      ,4,9,12,Alameda,46,46,10775993,0,0,0,0,0,0,1,10,1073028,46,46,10775993,0,0,0,0,0,0,1,10,1073028
201712,06,004000,001,    ,99990 ,00000 ,141266 ,488,41860, , ,94544      ,4,9,12,Alameda County Unincorporated Area,33,33,17589923,0,0,0,3,12,3387223,7,41,11161256,33,33,17589923,0,0,0,3,12,3387223,7,41,11161256
201712,06,005000,001,0020,00674 ,00000 ,18539 ,488,41860, , ,94706      ,4,9,12,Albany,9,9,1107789,0,0,0,0,0,0,0,0,0,9,9,1107789,0,0,0,0,0,0,0,0,0
201712,06,006000,037,0025,00884 ,00000 ,83089 ,348,31080, , ,91801      ,4,9,12,Alhambra,50,50,14939000,4,8,1034000,0,0,0,2,20,4152000,50,50,14939000,4,8,1034000,0,0,0,2,20,4152000
201712,06,006200,059,0027,00947 ,00000 ,47823 ,348,31080, , ,92656      ,4,9,10,Aliso Viejo,0,0,0,0,0,0,0,0,0,5,286,51030112,0,0,0,0,0,0,0,0,0,3,250,46689507
201712,06,011000,059,0070,02000 ,00000 ,336265 ,348,31080, ,1,92803      ,4,9,11,Anaheim,72,72,16322019,1,2,200000,1,3,400000,22,832,114480438,57,57,12230772,0,0,0,1,3,400000,20,739,102123070
201712,06,014000,013,0085,02252 ,00000 ,102372 ,488,41860, , ,94531      ,4,9,12,Antioch,45,45,16326552,0,0,0,0,0,0,0,0,0,45,45,16326552,0,0,0,0,0,0,0,0,0
201712,06,015000,071,0090,02364 ,00000 ,69135 ,348,40140, , ,92307      ,4,9,12,Apple Valley town,237,237,33225039,0,0,0,0,0,0,0,0,0,237,237,33225039,0,0,0,0,0,0,0,0,0
201712,06,016000,037,0246,02462 ,00000 ,56364 ,348,31080, ,1,91007      ,4,9,10,Arcadia,95,95,58150825,2,4,858021,6,21,4568050,10,127,20313745,82,82,52543660,2,4,858021,6,21,4568050,5,91,17152714
201712,06,019000,037,0135,02896 ,00000 ,16522 ,348,31080, , ,90701      ,4,9,12,Artesia,7,7,2975000,0,0,0,0,0,0,0,0,0,7,7,2975000,0,0,0,0,0,0,0,0,0
201712,06,022000,081,0150,03092 ,00000 ,6914 ,488,41860, , ,94027      ,4,9,12,Atherton town,30,30,118367085,0,0,0,0,0,0,0,0,0,30,30,118367085,0,0,0,0,0,0,0,0,0
201712,06,024000,061,0160,03204 ,00000 ,13330 ,472,40900, , ,95603      ,4,9,12,Auburn,40,40,13055402,8,16,2274838,0,0,0,1,8,1170802,40,40,13055402,8,16,2274838,0,0,0,1,8,1170802
201712,06,025000,037,0165,03274 ,00000 ,3728 ,348,31080, , ,90704      ,4,9,12,Avalon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,027000,037,0378,03386 ,00000 ,46361 ,348,31080, , ,917022514  ,4,9,4,Azusa,76,76,35347427,0,0,0,1,4,929922,8,43,12374658,18,18,5561632,0,0,0,1,4,929922,2,12,3767744
201712,06,028000,029,0180,03526 ,00000 ,347483 ,999,12540, ,1,93301      ,4,9,3,Bakersfield,1542,1542,417968100,46,92,10884403,1,3,357237,0,0,0,375,375,104743112,0,0,0,0,0,0,0,0,0
201712,06,029000,037,0185,03666 ,00000 ,75390 ,348,31080, , ,91706      ,4,9,12,Baldwin Park,57,57,11656465,0,0,0,0,0,0,0,0,0,57,57,11656465,0,0,0,0,0,0,0,0,0
