RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31,2026-02-28,2026-03-31,2026-04-30,2026-05-31,2026-06-30
102001,0,United States,country,,1136.6098065706976,1144.1415542595146,1154.968582228293,1163.4640646662353,1172.7453819660598,1180.360343350182,1187.1827575073642,1191.4679105230784,1193.5203757413283,1193.2723571361935,1192.4955519353314,1191.5548208294506,1194.2079430188344,1198.974012490856,1204.7343803973245,1213.3921822499512,1222.7044006198012,1232.4602429031793,1237.3823004703786,1239.925607373795,1240.490700384115,1238.6890118240533,1236.513633287626,1234.4783869862774,1237.4850975720622,1243.3729621785765,1252.861263543322,1261.452160035949,1270.6783571926678,1277.6584408819401,1281.9721551748437,1282.3396050764316,1280.8825371057515,1277.2463144391234,1275.1708976014288,1275.2057296216694,1279.2408052594103,1286.2630904062187,1294.6521077098735,1303.6965752685742,1311.4603308235191,1319.6341017863965,1325.6955207725894,1329.2057332897477,1327.339269406855,1324.8095713851376,1323.4263129686842,1323.5545105032922,1326.8967926414516,1331.7614273890724,1341.4431001001278,1350.127365477487,1359.6307909317682,1368.007266845214,1374.5814009795513,1377.5657411992743,1375.7944283856818,1372.1064958215993,1368.6434924716305,1368.6587038429352,1372.3562216226876,1379.4840553447414,1384.561630302385,1380.8054897302882,1374.2142120565522,1370.2145867965792,1371.3333786667479,1367.9945563037331,1359.615491059887,1350.2224463830912,1342.9489371825969,1341.8129273414272,1349.9495511309665,1362.3528842397277,1377.2961506167728,1394.4555921877445,1418.9086081457494,1448.3208140160461,1479.3866316317008,1507.9502430360935,1530.6468653152197,1542.9924168869234,1549.9000908727276,1556.7308945455932,1565.1369369904096,1576.4402623825783,1588.5228293029018,1606.3420696161515,1627.7735385893006,1650.2429996215596,1669.2656075179746,1678.1000062194205,1677.923338739262,1668.6102875636632,1659.112350205281,1652.9149799490142,1653.2632444315573,1658.8275904058617,1670.7484181292648,1680.017278789308,1690.641114409341,1696.3115655151332,1703.5290967296532,1705.985271986702,1703.3896360730687,1697.2087813399016,1689.416381023689,1684.718517846658,1686.0699032010084,1692.6387753697281,1701.9061765219737,1711.6889404666663,1722.1360220022548,1731.27770642923,1737.2925334496124,1738.2884310784846,1736.0852439087066,1730.3932248589485,1724.8224894656782,1720.644433341213,1723.5398213512626,1730.9476338793493,1741.9758305336454,1750.9255600172921,1757.881666266426,1762.3445695126777,1764.4363787883583,1764.3282860408817,1762.2316419930182,1757.698728648824,1751.1466952985863,1745.803761917572,1746.612978442828,1753.8137691064985,1764.1776655690255,1773.3235310873135,1781.678978449524,1788.6189255136062
394913,1,"New York, NY",msa,NY,2264.790955058458,2278.5675797773583,2297.4199907029947,2319.2063881891304,2338.7567056547837,2356.746864180279,2368.397620587907,2379.0343820013136,2383.0221847291414,2381.67243902256,2369.8209234576693,2358.065920092471,2352.266568832356,2355.197600427873,2365.8179748195953,2380.241199831401,2397.091875531357,2412.940632921733,2427.1977616380977,2434.201467868521,2435.675183849032,2427.5177046073272,2420.01076253876,2405.747915168042,2398.8225253458177,2397.033577686542,2407.3834034548827,2422.6293289924893,2441.85645598225,2458.537513656862,2470.7396468092825,2474.3887450665306,2469.081905769651,2452.219842736548,2434.5484297064995,2422.276258310155,2421.209141035527,2426.968726376969,2440.7612934943186,2461.295146512018,2482.675591660764,2501.925099065544,2516.1041389266425,2525.7675158058146,2526.1221086924716,2515.9957558290753,2503.131194174686,2491.268320473677,2490.0056949515183,2498.663257802528,2513.495458912633,2534.227938073064,2555.9010941765264,2580.774734098651,2598.3299489611013,2609.5766362490017,2610.4687535675343,2602.7005388763223,2588.571536775505,2578.2540595724645,2577.936906856546,2590.4986501935296,2599.0991968058524,2589.0833013453293,2568.575753069511,2541.565643687783,2514.6764952619856,2464.5990390937436,2410.0527702308395,2362.6869257331937,2327.254722705256,2311.8182490568,2312.7652367413216,2330.8301797052823,2353.769710394574,2382.638206158455,2427.1200076334267,2482.9406221386675,2547.867320090401,2610.5226176478313,2662.2435867165786,2695.414353817527,2718.5073365582225,2736.5002144777823,2763.0346792425853,2793.1265151282983,2831.4979854954245,2871.056479104415,2922.5918315042063,2978.7735615647916,3028.7311084940566,3057.755293277964,3062.0402003530835,3046.528088503426,3017.609066457388,2997.223338465698,2993.492781177424,3005.8886992295193,3030.135207535696,3061.9851965840867,3098.491018891823,3130.109472075687,3152.0364572754693,3163.375291285626,3162.367668970411,3147.4610062012707,3125.0067375534445,3108.9606381689814,3112.1356264754963,3130.575259457466,3158.4348862433603,3187.534229361836,3219.1622050775763,3249.6472582659662,3267.5555620831547,3273.6099372296644,3263.924978318669,3249.9836915339415,3239.6373536978276,3231.8152850916126,3242.0871819662266,3260.5763751277755,3293.4689278531155,3322.511183772675,3349.6614718720384,3380.28833920601,3411.964762924601,3435.7746252553447,3435.02522008354,3422.149944044565,3396.2568100838853,3382.6033274749047,3377.3970555077963,3396.64975325793,3425.793336685076,3458.9174252283024,3496.5737354640046,3531.09770662457
753899,2,"Los Angeles, CA",msa,CA,1661.977615695625,1675.0917665346192,1691.5821673153157,1709.9908495829832,1724.3207304797822,1735.0670798847177,1747.758763661537,1763.0715099750153,1777.39117531394,1784.540468282057,1792.5136277073204,1799.4534702946448,1810.3037446063142,1819.7986801694208,1828.7229390153384,1838.3768685939422,1846.841000222862,1858.3064351292758,1872.229778854369,1882.15164758501,1892.7031729514447,1900.7180928235064,1911.8267836790694,1919.572348492273,1930.14302483992,1942.0223832132872,1962.3114511526487,1975.8523533719977,1987.5981246260517,1997.669893461575,2008.7554800275593,2017.1466498640752,2021.9851209477215,2021.949080987501,2024.7382357179679,2027.7138714482505,2038.0946272189683,2050.8656850770785,2059.277080658977,2066.6414633315594,2071.833815825597,2084.468429524935,2096.0340447070266,2110.203638270147,2115.121163385802,2118.1890337246173,2116.9951117433875,2120.531364205106,2123.5262464224343,2129.119157123772,2138.928724919045,2150.0121979996134,2158.550212544394,2168.4229085370125,2174.518195588176,2182.8520196625695,2185.518131143487,2187.4350997153483,2188.427888594631,2190.3242765723667,2196.1298120659503,2197.407974017104,2194.53503620364,2178.8849823558367,2164.602617127715,2152.729631600572,2147.168755370482,2142.5727603926603,2137.452370174222,2136.1337923864558,2132.8222642784726,2131.2577664375854,2138.181111302881,2148.702583961072,2160.744551314323,2171.2198098940053,2188.741979189628,2222.9763396798107,2268.760334027715,2321.891106767744,2362.8626452480057,2388.366880878382,2400.5470751215234,2414.262109860674,2429.697379285882,2451.8459781590077,2472.4137113188635,2499.68474709536,2522.344773610594,2546.520012799425,2565.8024114494506,2582.734300577626,2587.7826633203945,2579.851586563654,2570.1320175533515,2558.2480990615045,2554.0047261141513,2554.982989840535,2566.532143666576,2573.1867528942057,2578.7488315784094,2582.473616727138,2594.1635419065537,2603.9755342015374,2606.996305407016,2603.246660668022,2590.1168429053864,2580.435839484796,2579.8483225284826,2586.685018322784,2596.5751918306987,2601.431336026259,2610.238071338248,2619.28467383805,2630.1040470896223,2635.616142905654,2639.9203031814536,2636.423846665277,2630.710736516033,2622.9035712069926,2629.634342205917,2642.9117176914538,2656.6374030286156,2660.709909054526,2664.5860848100183,2670.1358226246907,2673.880211488426,2677.375524796236,2678.9603060765144,2678.0050765271876,2670.2612399608506,2661.236533860146,2661.777562772819,2666.852912774383,2675.6414796009158,2682.063100202359,2687.4689349537903,2692.138603299704
394463,3,"Chicago, IL",msa,IL,1388.2208095662197,1396.3258649797406,1406.1860876363723,1414.2191623937679,1424.598804224894,1436.1836291422749,1440.7402058882133,1443.6431628384269,1436.8451375611332,1430.096011854545,1422.9981385672593,1423.3995687467477,1435.740766564501,1445.694283168025,1458.4298561319704,1462.9723484895537,1472.4238139851232,1481.7867696951578,1489.1796191090048,1493.4657338042832,1484.9041559494992,1475.5190141887247,1461.5808449813387,1457.2702065536137,1460.8234420795852,1476.7149811969962,1494.5940744815775,1508.6641785745626,1519.6066766844765,1526.2860274396596,1527.8869941398625,1521.8767851572227,1514.7227397177762,1503.0950113918711,1494.5267849995173,1491.922934580003,1501.3725750705817,1514.3533522437372,1527.6876401094119,1537.1403125038548,1548.2314756086996,1557.0773854793617,1562.6116226990541,1559.392443376593,1545.6696922242309,1531.291205392671,1523.3836487707479,1528.4236562117933,1538.1909422117546,1549.7334003395488,1564.6913308139708,1579.2713513695217,1592.304159137415,1598.228804185723,1600.775761312562,1598.8635725156832,1592.1116688391783,1584.1343532025883,1576.6146389806834,1571.759698350656,1580.880165006969,1593.0026650518475,1608.3908465696943,1607.300270686011,1604.4478857898077,1598.7601572986164,1596.4031112697257,1587.7410722896375,1571.0038425689404,1545.7989195304558,1526.5211560182938,1517.4750684937148,1521.5103601810172,1533.6355949408928,1552.5213793025557,1580.200585728704,1607.5058481922817,1633.6153713153403,1651.6785874127997,1663.2279713915716,1668.0902326855296,1665.048487745561,1664.5110793595074,1669.4391747150094,1683.7555794268521,1699.6573340297175,1720.0498712394153,1744.7582260927609,1771.2669415531816,1791.8571729554433,1807.7623755848624,1814.3109459102,1813.6411518046125,1806.8248327346294,1799.7866434821287,1799.3400594469265,1805.7959810309083,1821.1844510992003,1840.2298614299734,1859.72891224825,1880.2467782848807,1897.0786198261915,1908.4064868471278,1913.9153983390152,1908.403485731987,1898.309388185124,1889.0338836269798,1889.9470296562051,1898.9207340926603,1914.0131763783647,1930.0705631839471,1950.0785385706522,1967.3580003335246,1983.1938823123942,1990.2007475806543,1991.3700814702554,1988.4217970378124,1985.028950503571,1982.41928004322,1983.295888035807,1992.1057939559705,2010.4591414713673,2032.6851671373972,2056.883564513658,2077.657862736927,2096.650838293752,2105.162725452416,2107.209729839079,2103.89884833301,2096.568169104552,2092.2735315359187,2089.4017123016474,2102.1962718882605,2120.4241095429543,2144.9739864325784,2165.5430187942525,2186.538789745836,2203.4857919954957
394514,4,"Dallas, TX",msa,TX,1032.5254300513648,1025.9830407757581,1031.6594009697671,1049.5133167007778,1058.5424501432294,1070.5855096627447,1075.3644028014592,1079.8041031045932,1080.2198017615679,1079.7226278113383,1087.8586198234511,1098.0898319686107,1097.6022634827377,1098.3091273706652,1107.5785113674617,1124.6037182367472,1135.2981646647036,1141.0345499140062,1144.7704939944597,1148.8610994787375,1149.9933123654853,1159.513608435286,1166.4191718779475,1170.1013885681073,1170.123115701509,1167.5850450700289,1181.256512779911,1189.617706855843,1208.8236204830464,1214.3772604718401,1218.3343128630697,1216.5382213201606,1212.4608522133835,1207.4441553915603,1210.0717701095366,1206.6976435404738,1210.869568893088,1213.9260642303127,1221.1372662574724,1226.8263161037469,1233.1490853188097,1243.36347059665,1250.8815047841965,1249.60894455551,1241.387134350739,1242.1018746751638,1242.8637620665543,1245.8275225265065,1243.6183216354327,1245.6608268996858,1256.650120260687,1264.2642872701497,1270.7191336992187,1278.419687907176,1283.386139666527,1285.9409253655035,1282.612968087999,1279.9169876295216,1274.4764622789837,1268.7184438581164,1268.7324016737837,1274.6241455518193,1279.6235695727473,1276.7895691484077,1270.1265549704615,1266.6303783566893,1266.528151563475,1268.0253615050053,1267.376688877735,1266.2171664498596,1263.113111860358,1264.4647535005063,1271.1228084839431,1281.584694797631,1291.374657398664,1307.3661653913898,1329.7414900724443,1361.1113611612238,1394.002434809947,1425.856383156436,1448.427215353643,1460.5924788519133,1469.4579345683703,1478.6383552209634,1489.701390226401,1500.8221642611268,1511.7036813545758,1528.7485059622418,1550.0922094296577,1577.8698198390618,1599.2072827247596,1606.0518286023546,1599.9212112491853,1581.1523115356233,1566.5893254308558,1553.9757815669097,1551.4231010359094,1552.401624466185,1560.97112308245,1562.0294878551654,1565.8240489867821,1565.041895144261,1570.2109521656841,1568.7978292241576,1563.3251987039796,1554.1506110983987,1544.1749367835648,1533.1357887728275,1527.045755198185,1523.2054805082005,1523.7422392030196,1525.9668462714624,1530.751120104379,1535.0879638773426,1536.731009683348,1535.0792792442842,1529.124498094964,1523.153737501289,1514.2993316804939,1507.4914415986707,1503.7440388735906,1506.7416166339567,1514.3459780083604,1522.369881796932,1526.053774978961,1526.312832116688,1523.1590038332279,1520.506696780554,1515.1494419211137,1508.5434444240782,1501.764331423409,1497.132964608407,1494.6413909195019,1497.311517043334,1502.7666502724412,1510.1862855589036,1512.0166567800036,1512.6978207238565
394692,5,"Houston, TX",msa,TX,1111.5902191320317,1127.332399426027,1129.0943317089057,1141.0977853279328,1143.811746738921,1158.3404720571189,1167.4689738652432,1176.535157150082,1186.2147502638397,1180.716275366942,1178.615950036867,1174.6253920567708,1166.274969668443,1169.9287774325105,1179.3902893313016,1201.1466309283621,1207.3371139558324,1207.0396910039942,1206.0077771346364,1196.805509350033,1194.1467142445413,1191.0438411736725,1188.0314483225266,1186.319930394435,1181.7429219067462,1190.9687767793228,1196.1906811349072,1194.3581324902673,1202.777071935732,1196.0894779361097,1193.9713011497395,1179.9008910762448,1189.6064920537776,1203.405394420748,1226.0060063068297,1239.9356319202182,1241.2200318991281,1243.8707694382358,1241.283242212638,1250.5943435632796,1248.5113842211206,1249.6489308978516,1248.1794670510546,1245.8148156341263,1243.1109278323665,1243.7050701567896,1247.866761413316,1245.4757159767457,1242.0630271062494,1236.8597320339654,1241.9906107219592,1243.918407870239,1250.4065441071305,1255.844752757344,1260.7017392633209,1260.3759139362069,1254.7505538952819,1253.360590921311,1252.8854951963442,1257.2087465724342,1257.4219732280621,1262.6187883239859,1265.2665344181792,1258.7206460555296,1243.9368341498619,1233.6350704424553,1233.2955929215161,1236.0344871905497,1232.4036668732922,1230.7314445492148,1230.8025126246432,1228.5867603951087,1230.4757792563125,1230.0543165260267,1239.3510420413943,1251.1625137022604,1270.6906796710145,1296.3577233832586,1321.5814117336124,1344.512908640575,1357.143593125965,1362.1073400622815,1363.2293333776352,1364.8375006202025,1368.6620832208712,1377.7602050952135,1387.4340335531024,1399.930954548574,1410.8482170543616,1424.5093545383038,1434.8437176316863,1439.7721599356582,1436.010753506573,1427.7969130885049,1417.328173302646,1414.1675114382258,1416.7152522503393,1425.0303069031893,1435.0241311659966,1439.2025203553608,1445.5746489702572,1449.1301265022569,1452.5867691215606,1451.216963775107,1444.7939277856176,1437.5677407986832,1430.8445339254383,1427.560783331478,1428.4040516269556,1429.5978455013,1431.5696701809618,1436.464473845263,1443.7116657058639,1449.9262460545206,1452.298075560282,1453.1213378995674,1453.7398892293659,1451.3685026282876,1445.297271040262,1440.694270018942,1439.6377602529535,1443.1577835971952,1450.4522487441434,1454.2883948217896,1455.2442048757448,1447.5902541249634,1447.8807759400006,1446.2682377945032,1447.5016084652339,1441.5359024382572,1435.775878942915,1431.2971876107947,1428.8906141721277,1427.0301039404153,1426.6789356733193,1429.7542585885128,1433.6627760946085,1436.2308877338107
395209,6,"Washington, DC",msa,VA,1767.6148708755438,1759.9736705720225,1770.454938780546,1780.5935562023678,1797.8803926439825,1806.9508118605077,1816.2928732579278,1805.84916944351,1810.5591845989577,1805.5789072306543,1812.2225400024156,1800.0055767566998,1801.8503597839,1792.796369079612,1803.3274919062185,1816.6476336442686,1834.0264759906804,1842.2749000689894,1850.0542248711376,1852.8366377075833,1845.0131667930314,1829.305529990203,1819.2722202929547,1822.839728785619,1830.3040557526874,1845.923314898232,1856.0374517764712,1866.8021858185032,1872.8398624072172,1882.7801018433674,1888.7771152348703,1886.2181728127496,1879.2420845325473,1873.8903580178073,1861.4189342355162,1849.230828450102,1844.863244289871,1853.5476903958138,1873.1435371180448,1888.8609239912846,1900.885587586137,1912.6218291681892,1921.3462082321407,1929.1186224884602,1920.5645158255545,1915.381547847074,1911.502407141682,1916.7740082675982,1920.1782440285247,1924.5157722143556,1932.5277567583757,1942.279711957706,1957.6431742599148,1969.2595978692798,1978.6089610304202,1975.7790591588578,1971.4620714683394,1959.3764757122601,1951.750477178668,1952.9600382542174,1957.897356577369,1964.3827317585692,1966.3688764588965,1959.3968072525286,1947.7126381315727,1935.172802485235,1927.6328299457655,1917.569049113115,1896.4544921950967,1872.9846459393484,1843.9302999430838,1831.154561089027,1833.1585894138132,1847.3767978373135,1857.184910333366,1871.3131531662884,1898.843114183701,1941.2687737008605,1983.0727400783871,2017.3454210525424,2036.5370319935062,2045.2626236588867,2042.9794060814029,2040.068109143436,2038.1416733421404,2046.5562714090631,2062.3520628599626,2085.3476387729443,2112.8053935614043,2141.9773695157705,2170.6891938097183,2182.7772991346883,2179.825532528445,2157.298434487553,2134.328033773634,2115.452215041106,2114.392055704036,2126.2046667303644,2152.458039196289,2167.321051287135,2184.67114850048,2193.5565056481537,2210.3917051978046,2218.8759069232515,2219.0369960310386,2211.2749398144892,2199.2878760830636,2188.71292788185,2190.5252919339287,2204.50519942682,2224.0494677966817,2242.5842311861365,2262.5398965046115,2283.2581862269926,2298.8066819299843,2303.493614673823,2297.8227108296715,2286.420831298599,2271.9709528495546,2264.2491646488484,2269.750821784406,2285.8900635297423,2305.783777403876,2318.98113691976,2326.02490707244,2327.8963901058846,2323.6632775247326,2316.0091874355303,2302.4458166816225,2286.0607357328404,2266.7517743314766,2255.7923526712448,2254.844760707888,2266.4208925199487,2278.008405725337,2288.7769349598107,2294.7799642286404,2297.7258883508057
394974,7,"Philadelphia, PA",msa,PA,1243.3708266059475,1248.1300416429272,1264.7532821870993,1272.245175619795,1276.6955667211041,1280.9543180784353,1283.6864981026026,1285.086921306558,1281.8524376613368,1278.1871443111127,1276.0001604249635,1269.4063186580856,1271.019800481146,1279.971056058833,1290.3032651912301,1300.3282125818064,1306.9802523539352,1319.007232771567,1319.3306385126941,1317.2950731202536,1312.7581679411658,1310.5340594041506,1311.5488950036781,1307.3877511640862,1310.6298174070455,1317.7282585093812,1332.7194771178663,1341.6333219009155,1346.8039314335424,1349.035393633862,1349.926780544104,1348.9458999991448,1343.3649032383473,1339.2623855582856,1335.1935427352594,1339.9282755699544,1346.0370786409678,1357.9145485594681,1368.346395205217,1376.541654463937,1382.6491505184913,1386.4495832037412,1389.9210567192597,1389.8042474492272,1384.7211949397508,1383.8946069214217,1385.08065660241,1387.7697267113783,1391.1963526505278,1397.105279394772,1412.5910094680617,1424.221182442186,1432.6642261274424,1441.0072614542514,1445.7610885125434,1444.4861772595036,1437.78593560575,1431.9380616774026,1432.2009493946787,1432.835865039131,1435.8107656127156,1446.770912865081,1457.0975512728373,1460.9702274414938,1457.454603802137,1455.991894852488,1458.93018017734,1455.6423033665235,1449.2090600086117,1443.9557182010699,1441.0239279507139,1441.007280464073,1445.3517259701794,1454.4169353666837,1467.7078238650884,1485.0394663883212,1508.3902390452097,1530.8934904760451,1551.130940904078,1566.993062728298,1577.3273453793133,1583.4537261726732,1589.109567210321,1601.0503799724304,1611.2174482025973,1622.9499508824767,1633.3301572979312,1648.1064220237079,1663.4528472558075,1678.3497700336204,1689.7213830756136,1692.4040567271797,1688.931796350298,1680.3071429683605,1673.533090526422,1668.765166946605,1671.3102850870273,1673.8625942040521,1686.6897470897657,1696.047365324389,1710.0301286081433,1714.0681875781422,1720.4606275057522,1723.1597247425643,1722.7707225383124,1716.4850041788636,1709.111451658797,1705.7876908139108,1709.2978276992176,1720.1810101328033,1730.3901613322248,1741.5902009039855,1750.2276744462715,1759.8500609609537,1764.6187423743215,1764.5578843943767,1760.3028834673867,1755.8061909415533,1753.4896088804712,1754.9585997573397,1760.1456124637368,1767.4631154717345,1775.179526845588,1783.0936970560545,1790.0391289083866,1796.7794150350942,1806.6182430443366,1810.022310847268,1812.1620620329718,1807.2106906693218,1804.1751479971444,1803.098625487588,1806.2595350277268,1817.4058233765595,1824.786150273466,1831.87791167438,1837.3747695512877,1847.6715002884168
394856,8,"Miami, FL",msa,FL,1408.2602055057898,1415.5440842282542,1425.6548286532752,1432.3051407404412,1439.100450195851,1440.6966938585992,1451.4303182175702,1461.915851537309,1478.000767894208,1479.925676207856,1487.556727696446,1480.6646474712174,1494.5860315642985,1500.434493434234,1514.3827322725065,1520.9824257674318,1524.3353415360282,1527.089507005829,1529.1159592675156,1528.0545498917024,1536.9327969260512,1535.3772004238033,1545.6298113026478,1540.7569804765014,1551.3499252475892,1555.1703543590947,1563.1322780696528,1567.1727782053856,1567.9953540733152,1573.3383202482885,1572.5497990647882,1579.231433898294,1583.4277491382377,1589.619958203799,1587.9413286845036,1591.096677274168,1590.7098005903454,1597.4992269108348,1602.024908496978,1610.9846239598514,1613.2857753869841,1622.08562462853,1626.8584772061472,1631.2353674847523,1630.6699801974971,1639.3512661680984,1650.9336883443739,1658.6232097770971,1659.009193472757,1657.0432043305939,1659.874334709003,1659.752387559769,1667.8567497702222,1671.164032043022,1676.3502813951077,1676.046114507746,1678.6212566125446,1688.3225142060016,1704.815835571148,1718.896809334129,1723.424401543919,1724.3029084503303,1728.430888603629,1723.7777702995622,1711.5413043762533,1700.3645696390472,1697.1633712237583,1698.099056047462,1696.593900090391,1701.0200884422388,1711.9508941865092,1725.6340508249193,1744.3943111262272,1763.2759533516005,1790.3976608035482,1818.3749442651936,1860.3302772223155,1909.8543811863613,1978.5236131242073,2040.8416907745423,2097.307924052864,2134.6250842251025,2172.592156419663,2208.921447022643,2241.824456161106,2270.3840792445076,2298.990376191177,2333.7876688145934,2367.7491039646416,2394.63935097916,2412.01808390948,2409.6116580988332,2411.339437612313,2406.046739760779,2410.983696251226,2411.5490115043663,2415.091017155141,2425.1161552731483,2433.4191217418415,2439.6425163956906,2439.0575737700137,2435.1768799486836,2431.1932197249744,2430.948313167008,2427.6237768528404,2429.125949380068,2423.455449732466,2421.4139828627626,2425.437206353357,2436.8385661293664,2451.1049916449056,2459.4326626964603,2466.0850410004623,2467.1294572766537,2469.484298007155,2464.7308327940386,2465.641956614961,2464.1916256797167,2463.437387229816,2463.428115206139,2466.542859346369,2476.8899494120674,2487.206007294726,2493.628489557208,2496.166699356076,2494.5918343340386,2494.0011885906283,2489.781125013283,2486.578274901221,2482.9648302765954,2483.2548149045488,2480.1364332487083,2481.270121784328,2489.0759439328663,2503.6054931184676,2510.25501827662,2513.26431233658,2510.0854006303125
394347,9,"Atlanta, GA",msa,GA,992.3759266763071,989.659307400933,990.5517725307517,1016.1197132031023,1030.9708371810104,1051.9598715883608,1055.6478113302303,1053.3478166738732,1044.3595964858105,1047.9127812962222,1068.2411862669903,1083.0428426426329,1085.3555168125881,1087.5405349480643,1095.8659513199555,1107.526109150329,1116.5460336368544,1131.0588661926904,1142.4648774374682,1149.884077813371,1151.011895394047,1154.1503865877398,1158.7404301401955,1158.4054512997377,1159.921385281446,1167.7162539281123,1178.8131294140358,1195.4592564333216,1206.3810822096839,1216.5984169739893,1221.5242938592987,1222.811001093012,1228.74197445429,1228.8159721450588,1226.891762826471,1223.6102853608525,1229.2425945135562,1241.3320508494028,1252.9088358773345,1263.5640085851933,1275.9724932929118,1286.587258726144,1292.5218759671677,1294.807587950954,1295.1752069601962,1304.3476034559094,1305.981826056426,1308.094492716613,1310.672034403398,1318.1171278541083,1330.0684569987511,1337.85851708139,1344.8312398259072,1351.8159449001957,1355.3246061150644,1360.23736243238,1357.6371534595835,1353.1529162425184,1343.0759873441534,1342.2685215980648,1345.9314431692549,1356.07699849165,1358.4087087579248,1351.4502983993941,1342.218284546655,1341.9913287404731,1353.941028092538,1363.9965317365713,1367.3575606878335,1366.2530547073181,1367.5748885824894,1372.5706718047888,1382.6550294186593,1395.684656205222,1409.697593875414,1430.071532894257,1460.2001176658341,1503.7169874378674,1554.7826768474433,1605.7811949504428,1646.244061534648,1668.760888788982,1672.4727276808756,1667.4496917766055,1662.0708527509867,1663.065998859382,1671.7948917837177,1681.654849354897,1700.4106679174733,1719.3946821636493,1741.676651830149,1749.3022535459374,1745.6023791253908,1725.999091039085,1706.0502192366287,1688.2491440892602,1682.0674224591503,1684.1461476428037,1696.366554839525,1700.2187738053376,1702.220063020121,1698.8656009290823,1699.0565474156888,1691.747936966648,1680.8756730012135,1663.646738176771,1648.1838731202845,1632.6825494558213,1628.2085477339356,1630.7182584724787,1634.5844033364092,1639.1304129010798,1644.588423379875,1648.7237671409569,1649.1088417226104,1642.264381552351,1639.5713107535723,1630.1436159109676,1621.8260940877892,1612.3174698353805,1615.68855795822,1623.967826510104,1634.151511447693,1638.8689886435604,1642.759626156132,1647.291101174577,1652.7459794736083,1657.2822459751524,1657.1173814186511,1650.5912929791532,1640.2796863880556,1632.0560722232515,1633.3342678439308,1636.5962852083853,1640.4599615711377,1645.2215058678007,1652.5738202345087,1662.5452107847414
